contributor,country,title,number,date,link,link_english,summary
Brianna Schofield,South Africa,"Republic of South Africa, Copyright Amendment Bill",,7/5/2016,https://www.parliament.gov.za/storage/app/media/Docs/bill/ffd3aa9e-77f2-4903-b496-13fa282056ef.pdf,,Amendment of section 22 of Act 98 of 1978
